TEAM_NAME,GP,W,L,W_PCT,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,SEASON
Milwaukee Bucks,87,52,35,0.598,3572,7696,0.464,1190,3303,0.36,1542,1986,0.776,899,3133,4032,2044,1194.0,662,347,384,1596,1726,9876,228.0,2021-22
Minnesota Timberwolves,87,50,37,0.575,3564,7816,0.456,1248,3514,0.355,1549,2001,0.774,970,2844,3814,2191,1255.0,763,478,420,1894,1817,9925,239.0,2021-22
New Orleans Pelicans,87,41,46,0.471,3459,7593,0.456,916,2771,0.331,1556,1979,0.786,1025,2898,3923,2157,1227.0,729,361,408,1710,1772,9390,-7.0,2021-22
New York Knicks,88,41,47,0.466,3285,7521,0.437,1167,3252,0.359,1552,2077,0.747,993,3010,4003,1910,1164.0,610,420,410,1792,1780,9289,19.0,2021-22
Oklahoma City Thunder,87,26,61,0.299,3292,7689,0.428,1030,3212,0.321,1294,1723,0.751,907,3041,3948,1905,1215.0,651,399,525,1577,1558,8908,-694.0,2021-22
Orlando Magic,87,24,63,0.276,3284,7624,0.431,1054,3185,0.331,1338,1708,0.783,803,3028,3831,2037,1261.0,592,391,453,1705,1613,8960,-689.0,2021-22
Philadelphia 76ers,87,54,33,0.621,3405,7328,0.465,989,2756,0.359,1686,2066,0.816,757,2907,3664,2035,1093.0,684,468,405,1685,1711,9485,226.0,2021-22
Phoenix Suns,87,66,21,0.759,3714,7776,0.478,994,2771,0.359,1377,1726,0.798,878,3060,3938,2325,1129.0,738,377,351,1714,1651,9799,620.0,2021-22
Portland Trail Blazers,87,29,58,0.333,3318,7506,0.442,1085,3152,0.344,1395,1832,0.761,896,2803,3699,1967,1268.0,694,392,440,1831,1674,9116,-746.0,2021-22
Sacramento Kings,89,35,54,0.393,3555,7767,0.458,991,2911,0.34,1545,2026,0.763,867,2922,3789,2048,1247.0,677,391,431,1693,1787,9646,-377.0,2021-22
San Antonio Spurs,90,35,55,0.389,3796,8213,0.462,988,2860,0.345,1363,1806,0.755,966,3041,4007,2422,1151.0,676,443,433,1637,1683,9943,-81.0,2021-22
Toronto Raptors,87,52,35,0.598,3494,7893,0.443,1027,2956,0.347,1386,1843,0.752,1165,2781,3946,1887,1100.0,793,420,448,1707,1654,9401,223.0,2021-22
Utah Jazz,87,52,35,0.598,3479,7416,0.469,1235,3448,0.358,1539,2021,0.762,934,3072,4006,1920,1230.0,624,429,370,1641,1746,9732,512.0,2021-22
Washington Wizards,86,36,50,0.419,3438,7351,0.468,893,2646,0.337,1452,1855,0.783,773,2925,3698,2119,1152.0,569,439,368,1629,1711,9221,-293.0,2021-22
Atlanta Hawks,87,43,44,0.494,3811,7951,0.479,917,2624,0.349,1583,1939,0.816,966,2839,3805,2135,1122.0,620,422,445,1654,1706,10122,-6.0,2022-23
Boston Celtics,87,60,27,0.69,3631,7664,0.474,1382,3673,0.376,1522,1874,0.812,848,3056,3904,2302,1176.0,555,458,342,1654,1674,10166,548.0,2022-23
Brooklyn Nets,87,48,39,0.552,3561,7338,0.485,1085,2889,0.376,1557,1946,0.8,713,2793,3506,2181,1210.0,622,524,342,1824,1624,9764,63.0,2022-23
Charlotte Hornets,87,29,58,0.333,3536,7781,0.454,929,2829,0.328,1520,2033,0.748,961,2904,3865,2150,1253.0,669,458,499,1746,1762,9521,-529.0,2022-23
Chicago Bulls,87,44,43,0.506,3655,7458,0.49,892,2475,0.36,1544,1920,0.804,733,2919,3652,2103,1190.0,684,389,415,1665,1669,9746,116.0,2022-23
Cleveland Cavaliers,87,54,33,0.621,3562,7346,0.485,986,2719,0.363,1526,1961,0.778,849,2697,3546,2122,1149.0,626,406,387,1646,1772,9636,438.0,2022-23
Dallas Mavericks,87,38,49,0.437,3433,7270,0.472,1292,3516,0.367,1640,2184,0.751,670,2693,3363,1961,1084.0,556,329,339,1849,1909,9798,-45.0,2022-23
Denver Nuggets,87,55,32,0.632,3719,7449,0.499,1010,2705,0.373,1432,1925,0.744,889,2845,3734,2461,1276.0,667,400,366,1616,1695,9880,243.0,2022-23
Detroit Pistons,87,20,67,0.23,3396,7466,0.455,990,2812,0.352,1717,2220,0.773,947,2702,3649,1987,1326.0,614,331,472,1935,1840,9499,-666.0,2022-23
Golden State Warriors,90,45,45,0.5,3767,7945,0.474,1428,3756,0.38,1431,1834,0.78,935,3001,3936,2551,1474.0,646,359,365,1936,1676,10393,42.0,2022-23
Houston Rockets,87,24,63,0.276,3481,7674,0.454,901,2780,0.324,1640,2185,0.751,1160,2842,4002,1928,1401.0,651,405,532,1787,1786,9503,-662.0,2022-23
Indiana Pacers,87,37,50,0.425,3606,7722,0.467,1152,3171,0.363,1612,2054,0.785,892,2719,3611,2308,1305.0,679,498,465,1856,1758,9976,-275.0,2022-23
LA Clippers,87,46,41,0.529,3508,7409,0.473,1084,2862,0.379,1620,2084,0.777,847,2889,3736,2039,1239.0,625,389,378,1712,1709,9720,57.0,2022-23
Los Angeles Lakers,90,48,42,0.533,3778,7900,0.478,958,2768,0.346,1819,2351,0.774,897,3180,4077,2210,1266.0,580,427,447,1630,1932,10333,99.0,2022-23
Memphis Grizzlies,90,55,35,0.611,3855,8155,0.473,1045,3024,0.346,1545,2099,0.736,1070,3063,4133,2301,1247.0,756,514,473,1798,1794,10300,327.0,2022-23
Miami Heat,90,47,43,0.522,3435,7577,0.453,1034,3070,0.337,1708,2081,0.821,898,2746,3644,2070,1219.0,734,284,360,1672,1836,9612,-61.0,2022-23
Milwaukee Bucks,87,61,26,0.701,3657,7743,0.472,1276,3461,0.369,1458,1969,0.74,947,3227,4174,2210,1292.0,555,425,345,1569,1695,10048,312.0,2022-23
Minnesota Timberwolves,87,44,43,0.506,3657,7523,0.486,1032,2866,0.36,1543,2041,0.756,798,2819,3617,2225,1338.0,705,462,366,1879,1737,9889,-31.0,2022-23
New Orleans Pelicans,87,45,42,0.517,3608,7548,0.478,952,2617,0.364,1686,2132,0.791,934,2877,3811,2220,1267.0,719,366,413,1768,1782,9854,212.0,2022-23
New York Knicks,87,50,37,0.575,3611,7688,0.47,1080,3082,0.35,1670,2207,0.757,1077,2924,4001,1976,1137.0,578,355,391,1774,1798,9972,279.0,2022-23
Oklahoma City Thunder,90,45,45,0.5,3780,8187,0.462,1069,3046,0.351,1687,2099,0.804,1005,2904,3909,2162,1200.0,739,383,491,1880,1856,10316,104.0,2022-23
Orlando Magic,87,36,51,0.414,3472,7444,0.466,933,2726,0.342,1700,2180,0.78,891,2844,3735,1989,1308.0,645,395,435,1769,1790,9577,-226.0,2022-23
Philadelphia 76ers,90,58,32,0.644,3599,7460,0.482,1099,2887,0.381,1853,2234,0.829,819,2860,3679,2204,1282.0,725,438,423,1869,1778,10150,343.0,2022-23
Phoenix Suns,87,48,39,0.552,3599,7745,0.465,1050,2827,0.371,1505,1910,0.788,1026,2820,3846,2334,1191.0,628,454,348,1857,1760,9753,194.0,2022-23
Portland Trail Blazers,87,37,50,0.425,3461,7334,0.472,1091,3023,0.361,1707,2154,0.792,816,2717,3533,2059,1264.0,592,409,378,1760,1802,9720,-288.0,2022-23
Sacramento Kings,90,54,36,0.6,3828,7792,0.491,1212,3303,0.367,1733,2195,0.79,851,2934,3785,2388,1235.0,650,312,362,1792,1862,10601,287.0,2022-23
San Antonio Spurs,87,23,64,0.264,3688,7978,0.462,964,2785,0.346,1364,1847,0.738,1038,2759,3797,2312,1338.0,606,345,458,1722,1616,9704,-844.0,2022-23
Toronto Raptors,87,45,42,0.517,3594,7867,0.457,927,2790,0.332,1567,2003,0.782,1100,2621,3721,2046,1034.0,822,450,389,1757,1693,9682,158.0,2022-23
Utah Jazz,90,40,50,0.444,3701,7955,0.465,1168,3356,0.348,1649,2131,0.774,1075,3025,4100,2264,1395.0,563,472,451,1849,1868,10219,-119.0,2022-23
Washington Wizards,87,38,49,0.437,3618,7489,0.483,970,2735,0.355,1541,1960,0.786,821,2935,3756,2176,1226.0,602,448,430,1659,1706,9747,-70.0,2022-23
Atlanta Hawks,87,39,48,0.448,3689,7975,0.463,1186,3293,0.36,1591,2002,0.795,1099,2779,3878,2280,1193.0,642,397,494,1630,1690,10155,-192.0,2023-24
Boston Celtics,87,66,21,0.759,3770,7776,0.485,1401,3633,0.386,1410,1756,0.803,932,3083,4015,2317,1070.0,594,570,331,1413,1504,10351,928.0,2023-24
Brooklyn Nets,87,35,52,0.402,3498,7711,0.454,1149,3184,0.361,1390,1841,0.755,996,2825,3821,2195,1144.0,604,449,448,1637,1609,9535,-200.0,2023-24
Charlotte Hornets,89,22,67,0.247,3490,7646,0.456,1047,2979,0.351,1301,1669,0.78,843,2733,3576,2144,1242.0,608,415,440,1627,1581,9328,-893.0,2023-24
Chicago Bulls,87,42,45,0.483,3607,7712,0.468,996,2788,0.357,1439,1835,0.784,986,2816,3802,2144,1086.0,674,426,435,1652,1639,9649,-107.0,2023-24
Cleveland Cavaliers,88,54,34,0.614,3635,7600,0.478,1174,3194,0.368,1380,1804,0.765,872,2945,3817,2428,1199.0,639,427,437,1548,1658,9824,276.0,2023-24
Dallas Mavericks,87,54,33,0.621,3707,7731,0.479,1242,3396,0.366,1510,1994,0.757,863,2875,3738,2191,1095.0,609,422,355,1601,1784,10166,222.0,2023-24
Denver Nuggets,87,59,28,0.678,3771,7631,0.494,1018,2731,0.373,1328,1738,0.764,917,2906,3823,2515,1101.0,624,479,414,1570,1569,9888,448.0,2023-24
Detroit Pistons,87,18,69,0.207,3529,7620,0.463,956,2760,0.346,1459,1875,0.778,913,2848,3761,2185,1329.0,579,408,512,1810,1551,9473,-723.0,2023-24
Golden State Warriors,89,47,42,0.528,3811,8041,0.474,1288,3425,0.376,1419,1827,0.777,1078,3037,4115,2558,1308.0,618,395,443,1786,1654,10329,182.0,2023-24
Houston Rockets,88,46,42,0.523,3647,7946,0.459,1130,3205,0.353,1580,2042,0.774,995,2955,3950,2157,1121.0,693,407,511,1820,1733,10004,128.0,2023-24
Indiana Pacers,87,49,38,0.563,4026,8006,0.503,1126,3049,0.369,1394,1790,0.779,884,2727,3611,2612,1129.0,662,510,466,1859,1592,10572,234.0,2023-24
LA Clippers,87,54,33,0.621,3649,7495,0.487,1094,2887,0.379,1556,1897,0.82,869,2838,3707,2222,1145.0,690,440,414,1623,1615,9948,292.0,2023-24
Los Angeles Lakers,89,50,39,0.562,3816,7708,0.495,1041,2766,0.376,1654,2131,0.776,746,3064,3810,2471,1245.0,655,496,426,1415,1756,10327,12.0,2023-24
Memphis Grizzlies,90,31,59,0.344,3380,7814,0.433,1172,3398,0.345,1433,1881,0.762,973,2829,3802,2186,1362.0,735,538,573,1708,1693,9365,-596.0,2023-24
Miami Heat,89,50,39,0.562,3487,7515,0.464,1097,2971,0.369,1596,1957,0.816,832,2863,3695,2262,1144.0,682,298,420,1558,1694,9667,171.0,2023-24
Milwaukee Bucks,87,51,36,0.586,3688,7595,0.486,1195,3251,0.368,1588,2069,0.768,832,2988,3820,2258,1166.0,598,432,367,1711,1680,10159,183.0,2023-24
Minnesota Timberwolves,87,57,30,0.655,3547,7347,0.483,1070,2804,0.382,1563,2015,0.776,821,2924,3745,2286,1246.0,687,529,402,1645,1760,9727,495.0,2023-24
New Orleans Pelicans,87,52,35,0.598,3641,7518,0.484,1060,2802,0.378,1561,2027,0.77,902,2905,3807,2310,1162.0,728,410,442,1620,1616,9903,368.0,2023-24
New York Knicks,87,52,35,0.598,3557,7676,0.463,1125,3083,0.365,1456,1878,0.775,1107,2798,3905,2100,1163.0,655,369,464,1548,1654,9695,356.0,2023-24
Oklahoma City Thunder,90,61,29,0.678,3927,7919,0.496,1179,3072,0.384,1559,1908,0.817,792,2961,3753,2379,1174.0,763,577,458,1695,1723,10592,608.0,2023-24
Orlando Magic,87,47,40,0.54,3462,7348,0.471,947,2735,0.346,1578,2085,0.757,913,2747,3660,2105,1289.0,720,454,411,1701,1795,9449,96.0,2023-24
Philadelphia 76ers,90,50,40,0.556,3681,7933,0.464,1076,2973,0.362,1765,2165,0.815,979,2814,3793,2195,1089.0,753,550,544,1831,1714,10203,241.0,2023-24
Phoenix Suns,87,51,36,0.586,3634,7424,0.489,1063,2819,0.377,1609,2002,0.804,886,2901,3787,2299,1295.0,661,505,394,1589,1701,9940,255.0,2023-24
Portland Trail Blazers,87,24,63,0.276,3386,7735,0.438,984,2849,0.345,1413,1804,0.783,1100,2622,3722,1983,1335.0,667,385,567,1754,1575,9169,-741.0,2023-24
Sacramento Kings,89,51,38,0.573,3769,7930,0.475,1261,3452,0.365,1388,1856,0.748,948,2897,3845,2450,1199.0,687,381,392,1782,1656,10187,168.0,2023-24
San Antonio Spurs,89,27,62,0.303,3663,7991,0.458,1095,3171,0.345,1399,1813,0.772,940,3009,3949,2581,1347.0,629,558,429,1574,1633,9820,-491.0,2023-24
Toronto Raptors,87,26,61,0.299,3613,7727,0.468,978,2859,0.342,1451,1922,0.755,945,2751,3696,2433,1235.0,675,422,505,1631,1625,9655,-562.0,2023-24
Utah Jazz,90,36,54,0.4,3727,8004,0.466,1171,3314,0.353,1643,1991,0.825,1092,2980,4072,2423,1417.0,585,491,568,1686,1718,10268,-393.0,2023-24
Washington Wizards,87,17,70,0.195,3688,7878,0.468,1051,3035,0.346,1361,1787,0.762,807,2760,3567,2384,1217.0,661,451,527,1741,1593,9788,-765.0,2023-24
Atlanta Hawks,87,40,47,0.46,3696,7885,0.469,1174,3291,0.357,1556,2024,0.769,1028,2818,3846,2519,1366.0,839,447,428,1678,1673,10122,-115.0,2024-25
Boston Celtics,87,63,24,0.724,3585,7761,0.462,1512,4129,0.366,1331,1674,0.795,1001,2899,3900,2249,1040.0,621,482,321,1407,1533,10013,745.0,2024-25
Brooklyn Nets,87,29,58,0.333,3241,7429,0.436,1180,3429,0.344,1416,1808,0.783,940,2613,3553,2159,1324.0,692,375,474,1810,1658,9078,-588.0,2024-25
Charlotte Hornets,90,26,64,0.289,3402,7910,0.43,1150,3412,0.337,1379,1764,0.782,1090,2941,4031,2150,1382.0,673,415,470,1685,1634,9333,-644.0,2024-25
Chicago Bulls,87,41,46,0.471,3690,7909,0.467,1313,3597,0.365,1406,1746,0.805,877,3052,3929,2465,1283.0,675,414,448,1561,1485,10099,-161.0,2024-25
Cleveland Cavaliers,87,66,21,0.759,3821,7816,0.489,1353,3571,0.379,1469,1891,0.777,964,2948,3912,2416,1167.0,719,379,375,1584,1639,10464,778.0,2024-25
Dallas Mavericks,87,40,47,0.46,3597,7552,0.476,1066,2947,0.362,1540,2005,0.768,875,2842,3717,2163,1231.0,680,477,407,1550,1622,9800,-130.0,2024-25
Denver Nuggets,87,52,35,0.598,3856,7710,0.5,1030,2765,0.373,1562,2017,0.774,959,2978,3937,2620,1233.0,684,419,458,1543,1662,10304,316.0,2024-25
Detroit Pistons,87,46,41,0.529,3659,7739,0.473,1092,3040,0.359,1491,1941,0.768,991,2881,3872,2272,1301.0,693,458,443,1777,1641,9901,154.0,2024-25
Golden State Warriors,90,55,35,0.611,3607,7981,0.452,1346,3727,0.361,1526,2001,0.763,1110,2963,4073,2563,1289.0,834,430,476,1716,1693,10086,377.0,2024-25
Houston Rockets,87,54,33,0.621,3657,8061,0.454,1073,3057,0.351,1444,1956,0.738,1271,2935,4206,1999,1219.0,741,438,501,1663,1667,9831,373.0,2024-25
Indiana Pacers,87,51,36,0.586,3731,7695,0.485,1126,3079,0.366,1487,1897,0.784,809,2817,3626,2500,1190.0,737,474,401,1650,1670,10075,152.0,2024-25
LA Clippers,87,54,33,0.621,3574,7439,0.48,1075,2886,0.372,1523,1912,0.797,903,2873,3776,2166,1287.0,809,389,378,1607,1570,9746,432.0,2024-25
Los Angeles Lakers,90,53,37,0.589,3603,7646,0.471,1163,3234,0.36,1608,2073,0.776,898,2908,3806,2289,1260.0,695,405,398,1594,1738,9977,56.0,2024-25
Memphis Grizzlies,91,54,37,0.593,3989,8370,0.477,1221,3356,0.364,1660,2121,0.783,1173,3036,4209,2512,1403.0,826,497,513,1929,1865,10859,451.0,2024-25
Miami Heat,91,45,46,0.495,3637,7800,0.466,1226,3309,0.371,1461,1859,0.786,875,3007,3882,2369,1240.0,747,356,429,1443,1580,9961,115.0,2024-25
Milwaukee Bucks,87,48,39,0.552,3605,7463,0.483,1209,3163,0.382,1489,1995,0.746,720,3033,3753,2188,1185.0,634,406,342,1570,1631,9908,113.0,2024-25
Minnesota Timberwolves,87,53,34,0.609,3533,7572,0.467,1270,3402,0.373,1520,1937,0.785,971,2851,3822,2248,1262.0,713,435,395,1617,1699,9856,451.0,2024-25
New Orleans Pelicans,87,21,66,0.241,3473,7699,0.451,1025,2966,0.346,1439,1905,0.755,1039,2706,3745,2200,1294.0,733,468,454,1607,1566,9410,-810.0,2024-25
New York Knicks,87,54,33,0.621,3718,7672,0.485,1076,2920,0.368,1444,1810,0.798,926,2754,3680,2352,1170.0,710,341,424,1497,1669,9956,335.0,2024-25
Oklahoma City Thunder,90,71,19,0.789,3900,8200,0.476,1289,3468,0.372,1474,1815,0.812,947,3034,3981,2355,1091.0,906,499,429,1763,1634,10563,1018.0,2024-25
Orlando Magic,87,43,44,0.494,3305,7387,0.447,981,3046,0.322,1549,1993,0.777,958,2640,3598,2004,1246.0,773,513,378,1744,1760,9140,-1.0,2024-25
Philadelphia 76ers,90,29,61,0.322,3508,7740,0.453,1110,3264,0.34,1614,2058,0.784,922,2634,3556,2030,1236.0,823,414,451,1722,1726,9740,-477.0,2024-25
Phoenix Suns,87,38,49,0.437,3542,7444,0.476,1235,3291,0.375,1457,1804,0.808,835,2824,3659,2374,1226.0,645,419,349,1582,1591,9776,-251.0,2024-25
Portland Trail Blazers,87,39,48,0.448,3479,7799,0.446,1108,3286,0.337,1456,1918,0.759,1157,2730,3887,2046,1392.0,721,473,489,1650,1685,9522,-252.0,2024-25
Sacramento Kings,87,42,45,0.483,3687,7726,0.477,1077,3020,0.357,1465,1824,0.803,941,2854,3795,2269,1189.0,663,382,369,1662,1620,9916,36.0,2024-25
San Antonio Spurs,90,39,51,0.433,3651,7985,0.457,1230,3495,0.352,1455,1900,0.766,1031,2905,3936,2480,1265.0,730,487,407,1512,1596,9987,-253.0,2024-25
Toronto Raptors,87,32,55,0.368,3561,7831,0.455,1015,2948,0.344,1370,1833,0.747,1088,2800,3888,2431,1331.0,697,383,508,1844,1579,9507,-381.0,2024-25
Utah Jazz,90,22,68,0.244,3550,7846,0.452,1215,3491,0.348,1556,2019,0.771,1066,2976,4042,2243,1568.0,620,410,571,1716,1763,9871,-787.0,2024-25
Washington Wizards,87,21,66,0.241,3372,7736,0.436,1143,3406,0.336,1398,1797,0.778,916,2867,3783,2154,1352.0,663,451,452,1722,1594,9285,-1018.0,2024-25
