TEAM_NAME,GP,W,L,W_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,POSS,PIE,SEASON
Sacramento Kings,82,39,43,0.476,109.6,110.8,-1.2,0.588,1.9,17.7,0.268,0.713,0.487,0.128,0.524,0.554,103.88,8545,0.495,2018-19
San Antonio Spurs,82,48,34,0.585,112.2,110.6,1.6,0.58,2.03,18.1,0.246,0.744,0.501,0.122,0.534,0.572,98.88,8162,0.516,2018-19
Toronto Raptors,82,58,24,0.707,112.6,106.8,5.8,0.603,1.81,18.2,0.265,0.726,0.502,0.138,0.543,0.579,100.51,8334,0.533,2018-19
Utah Jazz,82,50,32,0.61,110.3,105.3,5.0,0.644,1.72,18.5,0.275,0.759,0.522,0.149,0.538,0.572,100.84,8308,0.539,2018-19
Washington Wizards,82,32,50,0.39,110.2,112.9,-2.7,0.623,1.87,18.4,0.252,0.706,0.477,0.136,0.531,0.567,102.23,8486,0.487,2018-19
Atlanta Hawks,72,22,50,0.306,106.0,113.1,-7.0,0.588,1.43,16.6,0.268,0.706,0.484,0.158,0.511,0.55,103.27,7427,0.454,2019-20
Boston Celtics,77,52,25,0.675,112.6,105.9,6.8,0.556,1.64,16.6,0.289,0.731,0.512,0.139,0.53,0.568,100.18,7692,0.535,2019-20
Brooklyn Nets,78,39,39,0.5,108.0,108.0,0.0,0.598,1.54,17.0,0.282,0.736,0.512,0.151,0.517,0.552,102.08,7942,0.505,2019-20
Charlotte Hornets,70,25,45,0.357,105.5,112.0,-6.5,0.634,1.59,17.5,0.281,0.699,0.483,0.152,0.503,0.538,96.59,6742,0.456,2019-20
Chicago Bulls,70,24,46,0.343,105.0,108.4,-3.4,0.58,1.45,16.6,0.269,0.713,0.481,0.156,0.512,0.544,100.56,6989,0.467,2019-20
Cleveland Cavaliers,73,21,52,0.288,105.8,113.9,-8.1,0.572,1.36,16.6,0.291,0.733,0.507,0.167,0.517,0.549,99.25,7165,0.449,2019-20
Dallas Mavericks,80,46,34,0.575,115.4,110.7,4.7,0.587,1.87,17.5,0.276,0.737,0.508,0.129,0.545,0.58,100.26,8014,0.52,2019-20
Denver Nuggets,77,47,30,0.61,112.0,110.2,1.9,0.634,1.88,19.0,0.296,0.723,0.509,0.143,0.534,0.566,97.7,7546,0.515,2019-20
Detroit Pistons,71,24,47,0.338,108.7,111.3,-2.6,0.613,1.56,17.6,0.281,0.716,0.495,0.156,0.528,0.56,98.28,6946,0.478,2019-20
Golden State Warriors,73,18,55,0.247,103.3,111.2,-8.0,0.651,1.61,17.8,0.258,0.717,0.482,0.152,0.494,0.537,101.34,7319,0.464,2019-20
Houston Rockets,77,47,30,0.61,112.2,109.8,2.3,0.531,1.45,15.5,0.252,0.71,0.478,0.142,0.536,0.576,104.0,7967,0.492,2019-20
Indiana Pacers,78,46,32,0.59,108.4,107.5,0.9,0.607,1.87,18.4,0.247,0.718,0.487,0.135,0.527,0.559,99.58,7729,0.513,2019-20
LA Clippers,77,52,25,0.675,112.3,106.2,6.1,0.571,1.6,16.8,0.279,0.736,0.513,0.143,0.53,0.572,102.27,7829,0.53,2019-20
Los Angeles Lakers,79,55,24,0.696,110.6,106.4,4.2,0.599,1.63,17.7,0.287,0.73,0.509,0.151,0.534,0.566,101.61,7916,0.53,2019-20
Memphis Grizzlies,83,42,41,0.506,107.8,108.2,-0.4,0.626,1.69,18.3,0.274,0.729,0.506,0.15,0.523,0.556,103.53,8448,0.51,2019-20
Miami Heat,81,50,31,0.617,111.9,108.3,3.6,0.643,1.67,18.4,0.268,0.745,0.514,0.152,0.544,0.584,98.8,7975,0.529,2019-20
Milwaukee Bucks,78,58,20,0.744,111.2,102.4,8.8,0.596,1.67,17.8,0.244,0.774,0.523,0.144,0.549,0.58,105.73,8198,0.559,2019-20
Minnesota Timberwolves,71,25,46,0.352,107.2,109.9,-2.6,0.587,1.52,16.5,0.265,0.727,0.489,0.147,0.512,0.55,104.24,7365,0.479,2019-20
New Orleans Pelicans,78,34,44,0.436,110.1,110.7,-0.6,0.621,1.61,18.0,0.293,0.725,0.509,0.156,0.535,0.564,103.91,8080,0.5,2019-20
New York Knicks,71,23,48,0.324,105.8,111.7,-5.9,0.552,1.51,16.0,0.298,0.736,0.512,0.145,0.502,0.532,99.54,7041,0.467,2019-20
Oklahoma City Thunder,77,48,29,0.623,109.0,107.0,2.0,0.546,1.55,16.3,0.239,0.723,0.488,0.139,0.527,0.569,99.67,7656,0.521,2019-20
Orlando Magic,78,35,43,0.449,107.6,108.7,-1.1,0.605,1.82,17.4,0.268,0.746,0.499,0.131,0.506,0.543,98.92,7663,0.496,2019-20
Philadelphia 76ers,78,45,33,0.577,109.8,107.9,1.8,0.626,1.74,18.2,0.284,0.748,0.516,0.146,0.529,0.563,100.35,7782,0.52,2019-20
Phoenix Suns,77,37,40,0.481,111.0,110.1,0.9,0.655,1.8,19.0,0.262,0.731,0.497,0.146,0.531,0.575,101.69,7786,0.512,2019-20
Portland Trail Blazers,79,37,42,0.468,112.6,113.8,-1.2,0.483,1.55,15.0,0.27,0.712,0.494,0.129,0.533,0.569,101.32,7953,0.486,2019-20
Sacramento Kings,80,34,46,0.425,109.0,110.5,-1.5,0.579,1.58,17.1,0.265,0.735,0.495,0.148,0.531,0.563,100.08,7945,0.481,2019-20
San Antonio Spurs,79,36,43,0.456,110.9,111.6,-0.7,0.585,1.82,17.7,0.239,0.746,0.497,0.131,0.53,0.571,101.11,7921,0.505,2019-20
Toronto Raptors,77,55,22,0.714,110.1,104.2,5.9,0.625,1.67,17.9,0.259,0.722,0.497,0.147,0.531,0.57,101.49,7773,0.529,2019-20
Utah Jazz,80,48,32,0.6,110.4,108.2,2.2,0.565,1.44,16.7,0.268,0.744,0.513,0.157,0.543,0.578,99.34,7842,0.511,2019-20
Washington Wizards,77,27,50,0.351,109.3,113.8,-4.5,0.598,1.73,17.3,0.264,0.711,0.479,0.137,0.517,0.557,103.45,7910,0.472,2019-20
Atlanta Hawks,72,41,31,0.569,114.3,112.1,2.2,0.591,1.82,17.6,0.284,0.742,0.516,0.133,0.539,0.581,98.68,7160,0.511,2020-21
Boston Celtics,72,36,36,0.5,113.1,111.8,1.2,0.566,1.67,17.1,0.289,0.737,0.51,0.141,0.543,0.574,98.94,7172,0.501,2020-21
Brooklyn Nets,72,48,24,0.667,117.3,113.1,4.2,0.621,1.98,19.3,0.252,0.726,0.503,0.134,0.575,0.61,100.27,7280,0.532,2020-21
Charlotte Hornets,72,33,39,0.458,110.1,112.0,-1.9,0.672,1.81,19.2,0.276,0.722,0.496,0.149,0.532,0.564,99.0,7159,0.489,2020-21
Chicago Bulls,72,31,41,0.431,110.4,111.5,-1.1,0.635,1.77,19.2,0.267,0.767,0.519,0.151,0.547,0.575,99.58,7220,0.499,2020-21
Cleveland Cavaliers,72,22,50,0.306,105.2,113.5,-8.3,0.618,1.54,17.5,0.28,0.729,0.499,0.157,0.508,0.543,97.96,7107,0.46,2020-21
Dallas Mavericks,72,42,30,0.583,114.6,112.3,2.3,0.557,1.9,17.2,0.253,0.734,0.496,0.123,0.55,0.582,97.94,7062,0.51,2020-21
Denver Nuggets,72,47,25,0.653,116.3,111.5,4.8,0.621,1.99,19.3,0.292,0.751,0.522,0.136,0.557,0.588,97.74,7123,0.525,2020-21
Detroit Pistons,72,20,52,0.278,107.6,112.2,-4.5,0.626,1.62,17.8,0.267,0.725,0.493,0.151,0.519,0.556,98.19,7132,0.473,2020-21
Golden State Warriors,72,39,33,0.542,110.5,109.4,1.1,0.67,1.84,19.6,0.222,0.727,0.48,0.146,0.551,0.583,102.81,7412,0.51,2020-21
Houston Rockets,72,17,55,0.236,107.0,114.4,-7.4,0.601,1.6,17.2,0.24,0.723,0.474,0.145,0.521,0.553,101.69,7320,0.451,2020-21
Indiana Pacers,72,34,38,0.472,111.9,111.9,0.1,0.633,2.02,19.2,0.247,0.701,0.476,0.131,0.542,0.575,102.05,7419,0.502,2020-21
LA Clippers,72,47,25,0.653,116.7,110.6,6.1,0.584,1.85,18.1,0.27,0.754,0.518,0.135,0.564,0.599,97.63,7036,0.53,2020-21
Los Angeles Lakers,72,42,30,0.583,109.8,106.8,2.9,0.607,1.62,18.0,0.269,0.748,0.511,0.152,0.536,0.569,98.85,7184,0.517,2020-21
Memphis Grizzlies,72,38,34,0.528,111.7,110.5,1.2,0.628,2.03,18.9,0.285,0.736,0.507,0.131,0.528,0.56,100.77,7302,0.511,2020-21
Miami Heat,72,40,32,0.556,110.6,110.7,-0.1,0.671,1.87,19.5,0.24,0.733,0.491,0.144,0.546,0.581,97.09,7036,0.509,2020-21
Milwaukee Bucks,72,46,26,0.639,116.5,110.7,5.8,0.569,1.84,18.0,0.269,0.755,0.519,0.134,0.566,0.593,102.85,7423,0.533,2020-21
Minnesota Timberwolves,72,23,49,0.319,109.3,114.5,-5.3,0.63,1.8,18.0,0.271,0.717,0.484,0.139,0.52,0.555,101.96,7389,0.469,2020-21
New Orleans Pelicans,72,31,41,0.431,113.0,113.3,-0.3,0.612,1.78,18.3,0.302,0.755,0.527,0.144,0.537,0.57,100.54,7303,0.508,2020-21
New York Knicks,72,41,31,0.569,110.2,107.8,2.4,0.543,1.65,16.3,0.264,0.738,0.505,0.133,0.524,0.559,96.32,6994,0.502,2020-21
Oklahoma City Thunder,72,22,50,0.306,102.8,113.4,-10.6,0.568,1.37,16.1,0.254,0.742,0.494,0.158,0.509,0.539,101.61,7353,0.442,2020-21
Orlando Magic,72,21,51,0.292,104.6,113.9,-9.3,0.57,1.7,16.3,0.252,0.744,0.488,0.129,0.49,0.527,99.17,7158,0.45,2020-21
Philadelphia 76ers,72,49,23,0.681,112.5,107.0,5.5,0.572,1.64,17.2,0.277,0.737,0.511,0.143,0.541,0.579,100.12,7272,0.536,2020-21
Phoenix Suns,72,51,21,0.708,116.3,110.4,5.9,0.622,2.15,19.6,0.248,0.741,0.5,0.126,0.564,0.597,98.0,7137,0.534,2020-21
Portland Trail Blazers,72,42,30,0.583,117.1,115.3,1.8,0.515,1.92,15.9,0.273,0.731,0.495,0.112,0.54,0.577,98.97,7137,0.493,2020-21
Sacramento Kings,72,31,41,0.431,112.7,116.5,-3.8,0.599,1.91,18.4,0.253,0.713,0.482,0.133,0.549,0.578,100.71,7266,0.481,2020-21
San Antonio Spurs,72,33,39,0.458,110.5,112.0,-1.5,0.584,2.14,17.9,0.243,0.733,0.485,0.113,0.517,0.554,99.45,7236,0.493,2020-21
Toronto Raptors,72,27,45,0.375,111.6,112.0,-0.4,0.607,1.82,17.7,0.256,0.716,0.479,0.133,0.529,0.567,99.57,7177,0.486,2020-21
Utah Jazz,72,52,20,0.722,116.5,107.5,9.0,0.573,1.66,17.3,0.284,0.757,0.529,0.142,0.563,0.597,99.37,7193,0.542,2020-21
Washington Wizards,72,34,38,0.472,110.7,112.3,-1.6,0.59,1.77,17.8,0.25,0.736,0.494,0.137,0.531,0.569,104.67,7585,0.496,2020-21
Atlanta Hawks,87,45,42,0.517,114.8,113.5,1.3,0.596,2.02,18.1,0.27,0.727,0.5,0.123,0.542,0.579,98.71,8517,0.508,2021-22
Boston Celtics,87,55,32,0.632,113.2,105.6,7.6,0.613,1.8,18.3,0.276,0.725,0.509,0.141,0.543,0.578,97.69,8511,0.548,2021-22
Brooklyn Nets,87,47,40,0.54,112.3,111.6,0.8,0.596,1.72,17.9,0.287,0.703,0.501,0.144,0.533,0.571,99.78,8633,0.51,2021-22
Charlotte Hornets,87,43,44,0.494,112.8,112.8,0.0,0.654,2.01,19.4,0.276,0.703,0.487,0.136,0.541,0.57,100.63,8750,0.502,2021-22
Chicago Bulls,87,48,39,0.552,111.8,112.4,-0.6,0.572,1.82,17.6,0.253,0.733,0.495,0.131,0.535,0.573,99.09,8563,0.496,2021-22
Cleveland Cavaliers,87,46,41,0.529,110.5,108.7,1.8,0.631,1.73,18.5,0.278,0.72,0.504,0.148,0.534,0.568,97.04,8385,0.516,2021-22
Dallas Mavericks,87,53,34,0.609,111.6,108.8,2.8,0.593,1.82,17.6,0.259,0.729,0.495,0.132,0.534,0.567,95.68,8286,0.508,2021-22
Denver Nuggets,87,50,37,0.575,113.0,111.3,1.7,0.663,1.86,19.7,0.269,0.747,0.512,0.149,0.553,0.586,98.67,8560,0.513,2021-22
Detroit Pistons,87,26,61,0.299,105.4,112.7,-7.3,0.611,1.61,17.0,0.277,0.705,0.482,0.145,0.495,0.533,99.05,8573,0.452,2021-22
Golden State Warriors,89,56,33,0.629,111.0,105.9,5.1,0.664,1.77,19.2,0.27,0.731,0.508,0.152,0.547,0.577,99.12,8744,0.534,2021-22
Houston Rockets,87,23,64,0.264,107.7,115.5,-7.8,0.599,1.42,17.0,0.271,0.707,0.486,0.163,0.53,0.561,101.38,8765,0.453,2021-22
Indiana Pacers,87,28,59,0.322,111.6,114.2,-2.6,0.609,1.72,18.0,0.31,0.723,0.512,0.147,0.53,0.563,98.63,8583,0.482,2021-22
LA Clippers,87,43,44,0.494,108.8,109.2,-0.4,0.6,1.72,17.6,0.258,0.702,0.486,0.141,0.528,0.56,98.77,8553,0.5,2021-22
Los Angeles Lakers,89,37,52,0.416,109.1,111.9,-2.8,0.578,1.62,17.2,0.263,0.716,0.49,0.144,0.53,0.561,100.52,8951,0.483,2021-22
Memphis Grizzlies,90,61,29,0.678,113.2,108.0,5.2,0.598,1.92,17.8,0.336,0.726,0.526,0.133,0.519,0.549,100.91,9010,0.529,2021-22
Miami Heat,89,57,32,0.64,112.1,107.7,4.4,0.639,1.69,18.5,0.282,0.732,0.511,0.153,0.543,0.58,96.93,8591,0.528,2021-22
Milwaukee Bucks,87,52,35,0.598,113.3,110.8,2.5,0.572,1.71,17.2,0.274,0.744,0.512,0.137,0.541,0.576,100.75,8717,0.513,2021-22
Minnesota Timberwolves,87,50,37,0.575,113.0,110.1,2.9,0.615,1.75,17.9,0.283,0.704,0.49,0.143,0.536,0.571,101.48,8783,0.505,2021-22
New Orleans Pelicans,87,41,46,0.471,110.4,110.3,0.1,0.624,1.76,18.1,0.303,0.74,0.517,0.144,0.516,0.555,98.35,8502,0.505,2021-22
New York Knicks,88,41,47,0.466,109.9,110.0,-0.1,0.581,1.64,16.4,0.293,0.738,0.512,0.138,0.514,0.551,96.57,8454,0.492,2021-22
Oklahoma City Thunder,87,26,61,0.299,103.2,111.1,-7.9,0.579,1.57,16.3,0.257,0.728,0.488,0.141,0.495,0.527,99.62,8631,0.451,2021-22
Orlando Magic,87,24,63,0.276,103.5,111.6,-8.1,0.62,1.62,17.3,0.251,0.734,0.489,0.146,0.5,0.535,99.87,8655,0.457,2021-22
Philadelphia 76ers,87,54,33,0.621,112.6,109.7,2.8,0.598,1.86,17.8,0.249,0.722,0.49,0.13,0.532,0.576,97.16,8425,0.517,2021-22
Phoenix Suns,87,66,21,0.759,113.3,106.2,7.2,0.626,2.06,19.2,0.272,0.728,0.506,0.131,0.542,0.574,100.09,8646,0.546,2021-22
Portland Trail Blazers,87,29,58,0.333,106.7,115.5,-8.8,0.593,1.55,16.9,0.267,0.717,0.486,0.148,0.514,0.548,98.89,8543,0.448,2021-22
Sacramento Kings,89,35,54,0.393,109.1,113.1,-4.0,0.576,1.64,17.0,0.264,0.711,0.485,0.141,0.522,0.557,100.12,8842,0.476,2021-22
San Antonio Spurs,90,35,55,0.389,110.6,111.4,-0.8,0.638,2.1,19.1,0.279,0.708,0.491,0.128,0.522,0.552,100.83,8989,0.504,2021-22
Toronto Raptors,87,52,35,0.598,111.4,108.9,2.5,0.54,1.72,16.0,0.327,0.713,0.509,0.13,0.508,0.54,97.06,8441,0.496,2021-22
Utah Jazz,87,52,35,0.598,115.5,109.4,6.0,0.552,1.56,16.6,0.302,0.734,0.525,0.146,0.552,0.586,97.46,8427,0.528,2021-22
Washington Wizards,86,36,50,0.419,109.2,112.6,-3.4,0.616,1.84,18.3,0.246,0.73,0.493,0.136,0.528,0.565,98.14,8442,0.496,2021-22
Atlanta Hawks,87,43,44,0.494,114.7,114.9,-0.2,0.56,1.9,17.5,0.29,0.712,0.498,0.127,0.537,0.575,101.48,8824,0.498,2022-23
Boston Celtics,87,60,27,0.69,117.0,110.5,6.5,0.634,1.96,19.1,0.26,0.742,0.507,0.135,0.564,0.599,99.48,8689,0.533,2022-23
Brooklyn Nets,87,48,39,0.552,114.1,113.1,1.0,0.612,1.8,18.7,0.236,0.691,0.474,0.141,0.559,0.596,99.21,8560,0.508,2022-23
Charlotte Hornets,87,29,58,0.333,107.9,114.1,-6.1,0.608,1.72,17.6,0.279,0.716,0.493,0.142,0.514,0.549,101.47,8820,0.473,2022-23
Chicago Bulls,87,44,43,0.506,112.4,111.0,1.4,0.575,1.77,18.0,0.237,0.734,0.493,0.137,0.55,0.587,99.52,8670,0.513,2022-23
Cleveland Cavaliers,87,54,33,0.621,115.1,109.8,5.3,0.596,1.85,18.4,0.275,0.712,0.494,0.137,0.552,0.587,96.29,8375,0.529,2022-23
Dallas Mavericks,87,38,49,0.437,114.8,115.5,-0.7,0.571,1.81,17.2,0.226,0.714,0.469,0.127,0.561,0.595,97.73,8534,0.483,2022-23
Denver Nuggets,87,55,32,0.632,115.6,112.8,2.8,0.662,1.93,20.3,0.291,0.726,0.514,0.149,0.567,0.595,98.78,8544,0.524,2022-23
Detroit Pistons,87,20,67,0.23,109.7,117.1,-7.4,0.585,1.5,16.7,0.291,0.7,0.491,0.153,0.521,0.563,99.99,8658,0.453,2022-23
Golden State Warriors,90,45,45,0.5,113.5,113.0,0.5,0.677,1.73,19.8,0.277,0.714,0.499,0.161,0.564,0.594,102.59,9159,0.502,2022-23
Houston Rockets,87,24,63,0.276,109.8,117.7,-7.9,0.554,1.38,16.0,0.34,0.728,0.527,0.162,0.512,0.55,100.01,8657,0.458,2022-23
Indiana Pacers,87,37,50,0.425,113.1,116.4,-3.3,0.64,1.77,18.7,0.286,0.687,0.483,0.148,0.542,0.578,101.91,8820,0.481,2022-23
LA Clippers,87,46,41,0.529,113.1,112.5,0.7,0.581,1.65,17.4,0.272,0.728,0.503,0.144,0.547,0.584,99.0,8592,0.499,2022-23
Los Angeles Lakers,90,48,42,0.533,113.2,112.0,1.2,0.585,1.75,17.6,0.273,0.725,0.506,0.139,0.539,0.578,101.97,9132,0.514,2022-23
Memphis Grizzlies,90,55,35,0.611,113.7,109.9,3.7,0.597,1.85,18.1,0.303,0.706,0.506,0.138,0.537,0.567,101.78,9061,0.52,2022-23
Miami Heat,90,47,43,0.522,111.0,111.9,-0.9,0.603,1.7,17.4,0.28,0.731,0.498,0.141,0.522,0.566,97.03,8661,0.494,2022-23
Milwaukee Bucks,87,61,26,0.701,113.8,110.4,3.4,0.604,1.71,18.0,0.283,0.743,0.519,0.146,0.555,0.584,101.66,8830,0.524,2022-23
Minnesota Timberwolves,87,44,43,0.506,112.3,112.5,-0.2,0.608,1.66,18.4,0.261,0.702,0.486,0.152,0.555,0.587,101.52,8805,0.5,2022-23
New Orleans Pelicans,87,45,42,0.517,113.8,111.3,2.5,0.615,1.75,18.4,0.295,0.732,0.514,0.146,0.541,0.581,99.67,8660,0.517,2022-23
New York Knicks,87,50,37,0.575,116.5,113.4,3.1,0.547,1.74,16.6,0.316,0.725,0.52,0.133,0.54,0.576,97.96,8560,0.51,2022-23
Oklahoma City Thunder,90,45,45,0.5,112.8,111.8,1.0,0.572,1.8,17.2,0.289,0.696,0.489,0.131,0.527,0.566,102.22,9143,0.5,2022-23
Orlando Magic,87,36,51,0.414,110.9,113.2,-2.4,0.573,1.52,16.9,0.283,0.728,0.504,0.151,0.529,0.57,99.78,8639,0.484,2022-23
Philadelphia 76ers,90,58,32,0.644,115.6,111.7,3.9,0.612,1.72,18.3,0.268,0.715,0.498,0.146,0.556,0.601,98.09,8780,0.521,2022-23
Phoenix Suns,87,48,39,0.552,113.8,111.4,2.4,0.649,1.96,19.1,0.307,0.716,0.509,0.139,0.532,0.568,99.07,8573,0.516,2022-23
Portland Trail Blazers,87,37,50,0.425,113.2,116.6,-3.4,0.595,1.63,17.6,0.265,0.71,0.488,0.147,0.546,0.587,99.36,8583,0.478,2022-23
Sacramento Kings,90,54,36,0.6,117.5,114.3,3.2,0.624,1.93,19.1,0.265,0.73,0.499,0.137,0.569,0.605,100.97,9024,0.515,2022-23
San Antonio Spurs,87,23,64,0.264,109.3,118.9,-9.7,0.627,1.73,18.5,0.304,0.709,0.497,0.151,0.523,0.552,102.12,8880,0.452,2022-23
Toronto Raptors,87,45,42,0.517,113.9,112.1,1.8,0.569,1.98,17.1,0.316,0.72,0.502,0.122,0.516,0.553,98.06,8504,0.498,2022-23
Utah Jazz,90,40,50,0.444,113.4,114.5,-1.1,0.612,1.62,17.9,0.31,0.709,0.511,0.155,0.539,0.575,101.11,9010,0.495,2022-23
Washington Wizards,87,38,49,0.437,113.6,114.4,-0.8,0.601,1.77,18.3,0.275,0.721,0.504,0.143,0.548,0.584,99.26,8583,0.505,2022-23
Atlanta Hawks,87,39,48,0.448,115.9,118.0,-2.0,0.618,1.91,18.3,0.314,0.719,0.507,0.136,0.537,0.573,100.86,8759,0.482,2023-24
Boston Celtics,87,66,21,0.759,121.3,110.2,11.0,0.615,2.17,19.2,0.29,0.727,0.516,0.125,0.575,0.605,98.4,8534,0.553,2023-24
Brooklyn Nets,87,35,52,0.402,112.1,114.4,-2.4,0.628,1.92,18.4,0.29,0.713,0.497,0.134,0.528,0.559,98.02,8509,0.485,2023-24
Charlotte Hornets,89,22,67,0.247,107.8,118.2,-10.5,0.614,1.73,18.1,0.256,0.704,0.475,0.143,0.525,0.557,98.25,8656,0.447,2023-24
Chicago Bulls,87,42,45,0.483,113.5,115.0,-1.5,0.594,1.97,18.0,0.296,0.717,0.504,0.128,0.532,0.566,97.13,8499,0.493,2023-24
Cleveland Cavaliers,88,54,34,0.614,114.6,111.4,3.3,0.668,2.03,20.0,0.278,0.72,0.503,0.14,0.556,0.585,97.86,8570,0.524,2023-24
Dallas Mavericks,87,54,33,0.621,116.7,114.3,2.4,0.591,2.0,18.2,0.262,0.71,0.487,0.126,0.56,0.59,100.83,8712,0.508,2023-24
Denver Nuggets,87,59,28,0.678,117.4,112.0,5.4,0.667,2.28,20.7,0.298,0.716,0.513,0.131,0.561,0.589,97.63,8421,0.534,2023-24
Detroit Pistons,87,18,69,0.207,108.8,117.1,-8.3,0.619,1.64,18.1,0.28,0.726,0.499,0.153,0.526,0.561,100.66,8705,0.453,2023-24
Golden State Warriors,89,47,42,0.528,116.1,114.2,1.9,0.671,1.96,19.9,0.317,0.724,0.522,0.147,0.554,0.584,100.44,8900,0.51,2023-24
Houston Rockets,88,46,42,0.523,113.8,112.6,1.2,0.591,1.92,17.6,0.293,0.717,0.502,0.128,0.53,0.566,100.08,8790,0.502,2023-24
Indiana Pacers,87,49,38,0.563,119.6,117.0,2.6,0.649,2.31,20.7,0.286,0.7,0.493,0.128,0.573,0.601,102.42,8839,0.515,2023-24
LA Clippers,87,54,33,0.621,117.4,113.9,3.5,0.609,1.94,18.8,0.283,0.706,0.502,0.135,0.56,0.597,98.22,8473,0.52,2023-24
Los Angeles Lakers,89,50,39,0.562,114.6,114.6,0.1,0.648,1.98,19.8,0.247,0.722,0.496,0.138,0.563,0.597,101.69,9008,0.516,2023-24
Memphis Grizzlies,90,31,59,0.344,106.2,112.8,-6.6,0.647,1.6,17.8,0.286,0.706,0.488,0.154,0.507,0.542,99.03,8817,0.459,2023-24
Miami Heat,89,50,39,0.562,112.8,110.8,2.0,0.649,1.98,19.0,0.263,0.731,0.497,0.134,0.537,0.577,97.2,8568,0.51,2023-24
Milwaukee Bucks,87,51,36,0.586,116.6,114.5,2.1,0.612,1.94,18.8,0.261,0.729,0.501,0.134,0.564,0.597,100.49,8711,0.508,2023-24
Minnesota Timberwolves,87,57,30,0.655,113.9,108.4,5.5,0.644,1.83,19.2,0.276,0.721,0.506,0.146,0.556,0.591,98.37,8539,0.54,2023-24
New Orleans Pelicans,87,52,35,0.598,115.8,111.4,4.4,0.634,1.99,19.3,0.28,0.723,0.505,0.136,0.555,0.589,99.16,8551,0.524,2023-24
New York Knicks,87,52,35,0.598,116.4,112.0,4.4,0.59,1.81,17.7,0.332,0.727,0.525,0.14,0.537,0.57,96.43,8327,0.513,2023-24
Oklahoma City Thunder,90,61,29,0.678,117.2,110.5,6.6,0.606,2.03,19.1,0.252,0.698,0.485,0.13,0.57,0.605,101.31,9039,0.537,2023-24
Orlando Magic,87,47,40,0.54,111.7,110.4,1.2,0.608,1.63,17.9,0.295,0.73,0.511,0.152,0.536,0.572,97.75,8463,0.509,2023-24
Philadelphia 76ers,90,50,40,0.556,115.8,113.0,2.8,0.596,2.02,17.9,0.291,0.693,0.489,0.124,0.532,0.574,98.93,8810,0.505,2023-24
Phoenix Suns,87,51,36,0.586,115.9,112.9,3.0,0.633,1.78,19.1,0.293,0.711,0.512,0.151,0.561,0.598,99.11,8580,0.526,2023-24
Portland Trail Blazers,87,24,63,0.276,107.4,115.9,-8.5,0.586,1.49,16.6,0.324,0.696,0.5,0.156,0.501,0.538,98.18,8536,0.436,2023-24
Sacramento Kings,89,51,38,0.573,115.7,113.7,2.0,0.65,2.04,19.6,0.287,0.737,0.506,0.136,0.555,0.582,99.48,8808,0.501,2023-24
San Antonio Spurs,89,27,62,0.303,108.7,114.2,-5.5,0.705,1.92,20.1,0.275,0.722,0.495,0.149,0.527,0.559,102.13,9036,0.483,2023-24
Toronto Raptors,87,26,61,0.299,111.1,117.4,-6.3,0.673,1.97,19.7,0.284,0.691,0.484,0.142,0.531,0.563,100.26,8689,0.473,2023-24
Utah Jazz,90,36,54,0.4,114.1,118.6,-4.5,0.65,1.71,18.9,0.324,0.718,0.521,0.157,0.539,0.578,100.87,9003,0.48,2023-24
Washington Wizards,87,17,70,0.195,109.9,118.1,-8.2,0.646,1.96,19.3,0.242,0.683,0.46,0.137,0.535,0.565,103.29,8908,0.455,2023-24
Atlanta Hawks,87,40,47,0.46,113.0,114.2,-1.2,0.682,1.84,19.7,0.301,0.712,0.503,0.152,0.543,0.577,103.47,8961,0.496,2024-25
Boston Celtics,87,63,24,0.724,119.2,110.4,8.9,0.627,2.16,18.9,0.297,0.715,0.507,0.124,0.559,0.589,96.74,8397,0.539,2024-25
Brooklyn Nets,87,29,58,0.333,107.9,114.8,-6.9,0.666,1.63,18.2,0.294,0.699,0.487,0.157,0.516,0.552,97.12,8415,0.452,2024-25
Charlotte Hornets,90,26,64,0.289,106.7,113.8,-7.1,0.632,1.56,17.5,0.308,0.702,0.5,0.158,0.503,0.537,98.44,8750,0.459,2024-25
Chicago Bulls,87,41,46,0.471,112.6,114.5,-1.9,0.668,1.92,19.6,0.263,0.715,0.493,0.143,0.55,0.582,103.64,8970,0.493,2024-25
Cleveland Cavaliers,87,66,21,0.759,120.0,111.4,8.7,0.632,2.07,19.6,0.294,0.699,0.503,0.134,0.575,0.605,100.7,8719,0.544,2024-25
Dallas Mavericks,87,40,47,0.46,113.0,114.6,-1.7,0.601,1.76,18.1,0.272,0.693,0.488,0.142,0.547,0.581,100.35,8674,0.495,2024-25
Denver Nuggets,87,52,35,0.598,117.9,114.4,3.6,0.679,2.12,20.8,0.311,0.706,0.519,0.141,0.567,0.599,100.53,8737,0.529,2024-25
Detroit Pistons,87,46,41,0.529,113.8,111.8,2.0,0.621,1.75,18.5,0.308,0.713,0.511,0.15,0.543,0.576,100.44,8699,0.508,2024-25
Golden State Warriors,90,55,35,0.611,113.7,109.5,4.2,0.711,1.99,19.9,0.313,0.716,0.511,0.145,0.536,0.569,99.78,8870,0.521,2024-25
