TEAM_NAME,GP,W,L,W_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,POSS,PIE,SEASON,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS
Detroit Pistons,82,54,28,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2747.0,6314.0,0.438,333.0,968.0,0.346,1561.0,2074.0,0.752,1014.0,2492.0,3506.0,1702.0,1241.0,659.0,570.0,410.0,1664.0,4.0,7388.0,479.0
Golden State Warriors,82,37,45,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2875.0,6511.0,0.438,429.0,1283.0,0.346,1470.0,2028.0,0.752,1002.0,2533.0,3535.0,1681.0,1211.0,576.0,389.0,418.0,1691.0,2.0,7649.0,-60.0
Houston Rockets,82,45,37,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2738.0,6195.0,0.438,515.0,1406.0,0.346,1371.0,1774.0,0.752,847.0,2647.0,3494.0,1579.0,1373.0,560.0,443.0,359.0,1762.0,3.0,7362.0,142.0
Indiana Pacers,82,61,21,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2753.0,6322.0,0.438,449.0,1281.0,0.346,1538.0,2014.0,0.752,965.0,2452.0,3417.0,1774.0,1182.0,726.0,411.0,512.0,1709.0,5.0,7493.0,472.0
Los Angeles Clippers,82,28,54,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2817.0,6579.0,0.438,329.0,1024.0,0.346,1808.0,2302.0,0.752,1149.0,2416.0,3565.0,1653.0,1344.0,594.0,376.0,437.0,1816.0,3.0,7771.0,-376.0
Los Angeles Lakers,82,56,26,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,3028.0,6676.0,0.438,365.0,1115.0,0.346,1631.0,2352.0,0.752,1001.0,2535.0,3536.0,1948.0,1132.0,682.0,379.0,308.0,1732.0,5.0,8052.0,320.0
Memphis Grizzlies,82,50,32,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2963.0,6657.0,0.438,447.0,1314.0,0.346,1557.0,2143.0,0.752,1047.0,2381.0,3428.0,1915.0,1226.0,795.0,565.0,461.0,1903.0,4.0,7930.0,200.0
Miami Heat,82,42,40,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2729.0,6417.0,0.438,485.0,1357.0,0.346,1459.0,1915.0,0.752,940.0,2459.0,3399.0,1565.0,1137.0,590.0,313.0,439.0,1812.0,4.0,7402.0,43.0
Milwaukee Bucks,82,41,41,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2970.0,6650.0,0.438,401.0,1145.0,0.346,1698.0,2192.0,0.752,960.0,2502.0,3462.0,1872.0,1110.0,554.0,383.0,406.0,1668.0,3.0,8039.0,87.0
Minnesota Timberwolves,82,58,24,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,3033.0,6571.0,0.438,326.0,897.0,0.346,1361.0,1743.0,0.752,875.0,2645.0,3520.0,1890.0,1043.0,561.0,462.0,296.0,1731.0,6.0,7753.0,450.0
New Jersey Nets,82,47,35,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2813.0,6372.0,0.438,377.0,1123.0,0.346,1398.0,1856.0,0.752,862.0,2473.0,3335.0,2009.0,1209.0,709.0,322.0,374.0,1722.0,5.0,7401.0,205.0
New Orleans Hornets,82,41,41,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2772.0,6605.0,0.438,531.0,1666.0,0.346,1454.0,1937.0,0.752,1091.0,2418.0,3509.0,1716.0,1228.0,708.0,346.0,429.0,1715.0,7.0,7529.0,-11.0
New York Knicks,82,39,43,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2881.0,6513.0,0.438,406.0,1115.0,0.346,1374.0,1732.0,0.752,950.0,2543.0,3493.0,1695.0,1289.0,608.0,391.0,383.0,1897.0,3.0,7542.0,-121.0
Orlando Magic,82,21,61,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2904.0,6768.0,0.438,429.0,1248.0,0.346,1474.0,2000.0,0.752,1003.0,2350.0,3353.0,1584.0,1123.0,547.0,308.0,450.0,1744.0,4.0,7711.0,-576.0
Philadelphia 76ers,82,33,49,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2682.0,6260.0,0.438,339.0,992.0,0.346,1512.0,2009.0,0.752,941.0,2408.0,3349.0,1640.0,1307.0,654.0,358.0,463.0,1701.0,1.0,7215.0,-204.0
Phoenix Suns,82,29,53,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2958.0,6671.0,0.438,415.0,1202.0,0.346,1392.0,1865.0,0.752,924.0,2406.0,3330.0,1586.0,1249.0,734.0,383.0,431.0,1862.0,3.0,7723.0,-307.0
Portland Trail Blazers,82,41,41,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2898.0,6467.0,0.438,381.0,1102.0,0.346,1263.0,1728.0,0.752,1040.0,2376.0,3416.0,1768.0,1213.0,613.0,443.0,390.0,1554.0,4.0,7440.0,-104.0
Sacramento Kings,82,55,27,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,3103.0,6711.0,0.438,601.0,1498.0,0.346,1626.0,2044.0,0.752,888.0,2492.0,3380.0,2152.0,1137.0,710.0,325.0,413.0,1586.0,4.0,8433.0,411.0
San Antonio Spurs,82,57,25,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2842.0,6434.0,0.438,408.0,1140.0,0.346,1409.0,2069.0,0.752,1029.0,2669.0,3698.0,1676.0,1203.0,661.0,537.0,380.0,1667.0,2.0,7501.0,592.0
Seattle SuperSonics,82,37,45,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2939.0,6590.0,0.438,723.0,1936.0,0.346,1363.0,1782.0,0.752,907.0,2318.0,3225.0,1782.0,1188.0,661.0,387.0,387.0,1784.0,5.0,7964.0,-52.0
Toronto Raptors,82,33,49,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2654.0,6348.0,0.438,461.0,1294.0,0.346,1237.0,1650.0,0.752,830.0,2419.0,3249.0,1574.0,1165.0,604.0,402.0,333.0,1748.0,2.0,7006.0,-247.0
Utah Jazz,82,42,40,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2690.0,6172.0,0.438,252.0,786.0,0.346,1639.0,2196.0,0.752,1103.0,2272.0,3375.0,1671.0,1365.0,581.0,494.0,530.0,2096.0,5.0,7271.0,-100.0
Washington Wizards,82,25,57,0.5,0.0,0.0,0.0,0.608,0.0,0.0,0.317,0.683,0.5,0.163,0.471,0.516,0.0,0.0,0.0,2003-04,2759.0,6557.0,0.438,434.0,1270.0,0.346,1579.0,2211.0,0.752,1115.0,2392.0,3507.0,1537.0,1439.0,733.0,406.0,448.0,1712.0,3.0,7531.0,-459.0
Atlanta Hawks,82,13,69,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2942.0,6672.0,0.447,304.0,973.0,0.353,1417.0,1994.0,0.757,1100.0,2335.0,3435.0,1614.0,1319.0,629.0,344.0,484.0,2009.0,1.0,7605.0,-796.0
Boston Celtics,82,45,37,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,3046.0,6511.0,0.447,437.0,1252.0,0.353,1775.0,2323.0,0.757,909.0,2438.0,3347.0,1810.0,1297.0,667.0,423.0,402.0,2000.0,3.0,8304.0,71.0
Charlotte Bobcats,82,18,64,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2961.0,6859.0,0.447,320.0,881.0,0.353,1487.0,2096.0,0.757,1083.0,2335.0,3418.0,1794.0,1192.0,695.0,440.0,446.0,1894.0,4.0,7729.0,-491.0
Chicago Bulls,82,47,35,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2849.0,6592.0,0.447,511.0,1433.0,0.353,1536.0,2048.0,0.757,1001.0,2591.0,3592.0,1743.0,1371.0,576.0,369.0,434.0,2028.0,5.0,7745.0,87.0
Cleveland Cavaliers,82,42,40,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2990.0,6687.0,0.447,300.0,904.0,0.353,1634.0,2174.0,0.757,1117.0,2352.0,3469.0,1851.0,1141.0,654.0,461.0,419.0,1850.0,4.0,7914.0,65.0
Dallas Mavericks,82,58,24,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,3058.0,6691.0,0.447,463.0,1273.0,0.353,1826.0,2314.0,0.757,990.0,2530.0,3520.0,1610.0,1102.0,708.0,461.0,399.0,1827.0,3.0,8405.0,471.0
Denver Nuggets,82,49,33,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,3038.0,6615.0,0.447,320.0,940.0,0.353,1765.0,2313.0,0.757,967.0,2473.0,3440.0,1958.0,1224.0,750.0,489.0,458.0,1878.0,6.0,8161.0,166.0
Detroit Pistons,82,54,28,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2851.0,6421.0,0.447,363.0,1053.0,0.353,1588.0,2150.0,0.757,1054.0,2507.0,3561.0,1787.0,1133.0,576.0,497.0,367.0,1638.0,3.0,7653.0,317.0
Golden State Warriors,82,34,48,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,3029.0,7039.0,0.447,624.0,1774.0,0.353,1412.0,1955.0,0.757,1069.0,2436.0,3505.0,1811.0,1112.0,642.0,420.0,417.0,1833.0,2.0,8094.0,-177.0
Houston Rockets,82,51,31,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2846.0,6419.0,0.447,553.0,1521.0,0.353,1551.0,1986.0,0.757,874.0,2601.0,3475.0,1733.0,1135.0,563.0,378.0,335.0,1807.0,0.0,7796.0,331.0
Indiana Pacers,82,44,38,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2668.0,6169.0,0.447,542.0,1575.0,0.353,1748.0,2206.0,0.757,868.0,2418.0,3286.0,1489.0,1173.0,615.0,357.0,398.0,1890.0,6.0,7626.0,62.0
Los Angeles Clippers,82,37,45,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2924.0,6368.0,0.447,231.0,669.0,0.353,1770.0,2274.0,0.757,980.0,2455.0,3435.0,1901.0,1290.0,599.0,422.0,393.0,1819.0,2.0,7849.0,-63.0
Los Angeles Lakers,82,34,48,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2895.0,6629.0,0.447,644.0,1813.0,0.353,1661.0,2137.0,0.757,1028.0,2511.0,3539.0,1672.0,1176.0,508.0,344.0,420.0,1794.0,1.0,8095.0,-243.0
Memphis Grizzlies,82,45,37,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2802.0,6271.0,0.447,531.0,1486.0,0.353,1526.0,2024.0,0.757,887.0,2307.0,3194.0,1716.0,1197.0,699.0,476.0,476.0,1910.0,3.0,7661.0,188.0
Miami Heat,82,59,23,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,3097.0,6368.0,0.447,475.0,1260.0,0.353,1658.0,2466.0,0.757,887.0,2639.0,3526.0,1791.0,1127.0,528.0,474.0,264.0,1814.0,0.0,8327.0,535.0
Milwaukee Bucks,82,30,52,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2964.0,6580.0,0.447,325.0,925.0,0.353,1720.0,2229.0,0.757,985.0,2405.0,3390.0,1720.0,1132.0,529.0,289.0,370.0,1797.0,5.0,7973.0,-245.0
Minnesota Timberwolves,82,44,38,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,3045.0,6629.0,0.447,395.0,1145.0,0.353,1449.0,1820.0,0.757,947.0,2580.0,3527.0,1918.0,1079.0,460.0,447.0,323.0,1774.0,3.0,7934.0,119.0
New Jersey Nets,82,42,40,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2753.0,6419.0,0.447,435.0,1203.0,0.353,1555.0,2039.0,0.757,855.0,2387.0,3242.0,1772.0,1164.0,650.0,308.0,402.0,1985.0,1.0,7496.0,-123.0
New Orleans Hornets,82,18,64,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2718.0,6556.0,0.447,415.0,1316.0,0.353,1401.0,1830.0,0.757,1019.0,2281.0,3300.0,1724.0,1217.0,550.0,310.0,452.0,1883.0,4.0,7252.0,-580.0
New York Knicks,82,33,49,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2978.0,6599.0,0.447,441.0,1240.0,0.353,1580.0,2060.0,0.757,965.0,2393.0,3358.0,1665.0,1204.0,629.0,260.0,389.0,1942.0,5.0,7977.0,-200.0
Orlando Magic,82,36,46,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,3034.0,6679.0,0.447,320.0,916.0,0.353,1772.0,2335.0,0.757,1038.0,2544.0,3582.0,1583.0,1322.0,633.0,441.0,354.0,1937.0,2.0,8160.0,-184.0
Philadelphia 76ers,82,43,39,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2946.0,6736.0,0.447,505.0,1453.0,0.353,1731.0,2194.0,0.757,909.0,2536.0,3445.0,1710.0,1274.0,756.0,321.0,383.0,1878.0,4.0,8128.0,-61.0
Phoenix Suns,82,62,20,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,3351.0,7018.0,0.447,796.0,2026.0,0.353,1556.0,2080.0,0.757,967.0,2652.0,3619.0,1927.0,1125.0,572.0,453.0,342.0,1563.0,1.0,9054.0,584.0
Portland Trail Blazers,82,27,55,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2896.0,6422.0,0.447,420.0,1161.0,0.353,1409.0,1944.0,0.757,970.0,2404.0,3374.0,1722.0,1308.0,583.0,544.0,414.0,1703.0,5.0,7621.0,-328.0
Sacramento Kings,82,50,32,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,3203.0,6978.0,0.447,522.0,1396.0,0.353,1577.0,2004.0,0.757,1023.0,2455.0,3478.0,2005.0,1073.0,674.0,316.0,365.0,1685.0,3.0,8505.0,177.0
San Antonio Spurs,82,59,23,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2923.0,6450.0,0.447,507.0,1395.0,0.353,1535.0,2120.0,0.757,987.0,2489.0,3476.0,1770.0,1126.0,613.0,543.0,421.0,1717.0,4.0,7888.0,640.0
Seattle SuperSonics,82,52,30,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2882.0,6498.0,0.447,666.0,1824.0,0.353,1683.0,2131.0,0.757,1041.0,2311.0,3352.0,1487.0,1113.0,553.0,338.0,390.0,1944.0,12.0,8113.0,188.0
Toronto Raptors,82,33,49,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2952.0,6656.0,0.447,648.0,1681.0,0.353,1626.0,2101.0,0.757,844.0,2444.0,3288.0,1670.0,1087.0,621.0,317.0,360.0,1876.0,2.0,8178.0,-133.0
Utah Jazz,82,26,56,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2828.0,6301.0,0.447,250.0,762.0,0.353,1719.0,2272.0,0.757,1047.0,2243.0,3290.0,1826.0,1292.0,541.0,374.0,474.0,2189.0,1.0,7625.0,-350.0
Washington Wizards,82,45,37,0.5,0.0,0.0,0.0,0.592,0.0,0.0,0.318,0.682,0.5,0.156,0.482,0.529,0.0,0.0,0.0,2004-05,2966.0,6794.0,0.447,514.0,1498.0,0.353,1795.0,2476.0,0.757,1133.0,2374.0,3507.0,1563.0,1172.0,716.0,347.0,412.0,1807.0,1.0,8241.0,-27.0
Atlanta Hawks,82,26,56,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2946.0,6496.0,0.454,424.0,1154.0,0.357,1656.0,2207.0,0.746,1069.0,2232.0,3301.0,1625.0,1284.0,587.0,394.0,422.0,2054.0,1855.0,7972.0,-390.0
Boston Celtics,82,33,49,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2951.0,6322.0,0.454,467.0,1290.0,0.357,1664.0,2204.0,0.746,813.0,2432.0,3245.0,1716.0,1359.0,578.0,422.0,404.0,2033.0,1837.0,8033.0,-126.0
Charlotte Bobcats,82,26,56,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2961.0,6843.0,0.454,428.0,1261.0,0.357,1593.0,2186.0,0.746,990.0,2270.0,3260.0,1717.0,1167.0,822.0,354.0,441.0,1960.0,1929.0,7943.0,-328.0
Chicago Bulls,82,41,41,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,3004.0,6737.0,0.454,560.0,1477.0,0.357,1452.0,1967.0,0.746,906.0,2602.0,3508.0,1804.0,1224.0,508.0,345.0,420.0,2038.0,1882.0,8020.0,52.0
Cleveland Cavaliers,82,50,32,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2908.0,6412.0,0.454,497.0,1465.0,0.357,1689.0,2318.0,0.746,959.0,2511.0,3470.0,1560.0,1137.0,567.0,392.0,357.0,1733.0,1842.0,8002.0,183.0
Dallas Mavericks,82,60,22,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2948.0,6375.0,0.454,416.0,1113.0,0.357,1818.0,2322.0,0.746,1030.0,2431.0,3461.0,1473.0,1112.0,593.0,488.0,400.0,1834.0,1938.0,8130.0,498.0
Denver Nuggets,82,44,38,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,3078.0,6672.0,0.454,350.0,1076.0,0.357,1721.0,2312.0,0.746,903.0,2486.0,3389.0,1921.0,1216.0,698.0,463.0,436.0,1863.0,1911.0,8227.0,19.0
Detroit Pistons,82,64,18,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2983.0,6558.0,0.454,557.0,1451.0,0.357,1418.0,1950.0,0.746,975.0,2347.0,3322.0,1971.0,931.0,580.0,490.0,285.0,1513.0,1710.0,7941.0,547.0
Golden State Warriors,82,34,48,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2939.0,6785.0,0.454,625.0,1832.0,0.357,1573.0,2190.0,0.746,980.0,2485.0,3465.0,1694.0,1156.0,604.0,356.0,409.0,1941.0,1918.0,8076.0,-111.0
Houston Rockets,82,34,48,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2708.0,6252.0,0.454,469.0,1414.0,0.357,1502.0,1980.0,0.746,849.0,2565.0,3414.0,1580.0,1193.0,588.0,320.0,373.0,1863.0,1716.0,7387.0,-130.0
Indiana Pacers,82,41,41,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2786.0,6274.0,0.454,536.0,1536.0,0.357,1591.0,2158.0,0.746,898.0,2559.0,3457.0,1631.0,1254.0,598.0,409.0,399.0,1821.0,1800.0,7699.0,155.0
Los Angeles Clippers,82,47,35,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2993.0,6443.0,0.454,290.0,843.0,0.357,1694.0,2142.0,0.746,828.0,2704.0,3532.0,1708.0,1185.0,534.0,503.0,355.0,1872.0,1777.0,7970.0,129.0
Los Angeles Lakers,82,45,37,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2992.0,6607.0,0.454,552.0,1583.0,0.357,1618.0,2172.0,0.746,970.0,2488.0,3458.0,1734.0,1143.0,628.0,350.0,354.0,1894.0,1925.0,8154.0,205.0
Memphis Grizzlies,82,49,33,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2746.0,6125.0,0.454,590.0,1578.0,0.357,1476.0,2077.0,0.746,834.0,2379.0,3213.0,1586.0,1134.0,600.0,442.0,456.0,1757.0,1867.0,7558.0,303.0
Miami Heat,82,52,30,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,3039.0,6355.0,0.454,497.0,1441.0,0.357,1616.0,2310.0,0.746,858.0,2675.0,3533.0,1692.0,1186.0,522.0,442.0,298.0,1871.0,1938.0,8191.0,317.0
Milwaukee Bucks,82,40,42,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2976.0,6566.0,0.454,507.0,1335.0,0.357,1561.0,2115.0,0.746,929.0,2448.0,3377.0,1769.0,1197.0,597.0,270.0,414.0,1902.0,1937.0,8020.0,-85.0
Minnesota Timberwolves,82,33,49,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2888.0,6340.0,0.454,310.0,942.0,0.357,1436.0,1895.0,0.746,811.0,2422.0,3233.0,1716.0,1189.0,559.0,471.0,374.0,1889.0,1736.0,7522.0,-154.0
New Jersey Nets,82,49,33,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2778.0,6317.0,0.454,477.0,1447.0,0.357,1658.0,2187.0,0.746,822.0,2539.0,3361.0,1884.0,1119.0,558.0,278.0,329.0,1903.0,1889.0,7691.0,112.0
New Orleans/Oklahoma City Hornets,82,38,44,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2831.0,6428.0,0.454,300.0,885.0,0.357,1649.0,2176.0,0.746,918.0,2379.0,3297.0,1519.0,1095.0,611.0,311.0,432.0,1786.0,1910.0,7611.0,-231.0
New York Knicks,82,23,59,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2822.0,6205.0,0.454,320.0,884.0,0.357,1878.0,2587.0,0.746,1033.0,2360.0,3393.0,1468.0,1449.0,555.0,271.0,436.0,2157.0,2051.0,7842.0,-525.0
Orlando Magic,82,36,46,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,2911.0,6167.0,0.454,299.0,796.0,0.357,1663.0,2277.0,0.746,892.0,2402.0,3294.0,1495.0,1240.0,532.0,362.0,386.0,1908.0,1899.0,7784.0,-88.0
Philadelphia 76ers,82,38,44,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,3001.0,6546.0,0.454,375.0,1031.0,0.357,1770.0,2330.0,0.746,873.0,2425.0,3298.0,1653.0,1159.0,651.0,404.0,386.0,1712.0,1898.0,8147.0,-160.0
Phoenix Suns,82,54,28,0.5,0.0,0.0,0.0,0.575,0.0,0.0,0.306,0.694,0.5,0.156,0.49,0.536,0.0,0.0,0.0,2005-06,3430.0,7167.0,0.454,837.0,2097.0,0.357,1189.0,1475.0,0.746,778.0,2650.0,3428.0,2179.0,1088.0,549.0,412.0,282.0,1683.0,1623.0,8886.0,455.0
