TEAM_NAME,GP,W,L,W_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,POSS,PIE,SEASON,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS
New York Knicks,82,37,45,0.5,103.3,104.6,-1.3,0.602,1.57,17.2,0.314,0.686,0.5,0.16,0.474,0.519,92.06,7611.0,0.474,2002-03,0.0,0.0,0.442,0.0,0.0,0.347,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orlando Magic,82,42,40,0.5,103.7,103.7,0.0,0.602,1.42,15.8,0.314,0.686,0.5,0.16,0.474,0.519,94.33,7788.0,0.482,2002-03,0.0,0.0,0.442,0.0,0.0,0.347,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia 76ers,82,48,34,0.5,103.2,100.6,2.6,0.602,1.46,16.5,0.314,0.686,0.5,0.16,0.474,0.519,93.07,7694.0,0.516,2002-03,0.0,0.0,0.442,0.0,0.0,0.347,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phoenix Suns,82,44,38,0.5,102.6,101.3,1.3,0.602,1.42,16.2,0.314,0.686,0.5,0.16,0.474,0.519,92.59,7637.0,0.498,2002-03,0.0,0.0,0.442,0.0,0.0,0.347,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portland Trail Blazers,82,50,32,0.5,104.2,101.5,2.7,0.602,1.49,17.7,0.314,0.686,0.5,0.16,0.474,0.519,90.44,7486.0,0.515,2002-03,0.0,0.0,0.442,0.0,0.0,0.347,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sacramento Kings,82,59,23,0.5,104.4,97.8,6.6,0.602,1.71,18.3,0.314,0.686,0.5,0.16,0.474,0.519,96.63,7987.0,0.551,2002-03,0.0,0.0,0.442,0.0,0.0,0.347,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Antonio Spurs,82,60,22,0.5,103.9,98.1,5.8,0.602,1.26,15.9,0.314,0.686,0.5,0.16,0.474,0.519,91.46,7558.0,0.549,2002-03,0.0,0.0,0.442,0.0,0.0,0.347,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seattle SuperSonics,82,40,42,0.5,102.4,102.6,-0.2,0.602,1.64,17.2,0.314,0.686,0.5,0.16,0.474,0.519,89.17,7379.0,0.502,2002-03,0.0,0.0,0.442,0.0,0.0,0.347,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toronto Raptors,82,24,58,0.5,99.3,105.6,-6.3,0.602,1.34,15.3,0.314,0.686,0.5,0.16,0.474,0.519,91.01,7507.0,0.447,2002-03,0.0,0.0,0.442,0.0,0.0,0.347,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah Jazz,82,47,35,0.5,103.7,101.1,2.6,0.602,1.53,19.5,0.314,0.686,0.5,0.16,0.474,0.519,90.78,7483.0,0.551,2002-03,0.0,0.0,0.442,0.0,0.0,0.347,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington Wizards,82,37,45,0.5,101.5,102.6,-1.1,0.602,1.47,15.9,0.314,0.686,0.5,0.16,0.474,0.519,89.46,7390.0,0.498,2002-03,0.0,0.0,0.442,0.0,0.0,0.347,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Hawks,82,28,54,0.5,99.1,103.9,-4.8,0.608,1.22,15.7,0.317,0.683,0.5,0.163,0.471,0.516,92.68,7680.0,0.466,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston Celtics,82,36,46,0.5,100.7,102.2,-1.5,0.608,1.26,16.1,0.317,0.683,0.5,0.163,0.471,0.516,94.47,7757.0,0.49,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago Bulls,82,23,59,0.5,95.6,102.1,-6.5,0.608,1.36,16.7,0.317,0.683,0.5,0.163,0.471,0.516,93.23,7694.0,0.446,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleveland Cavaliers,82,35,47,0.5,100.6,103.1,-2.6,0.608,1.49,16.9,0.317,0.683,0.5,0.163,0.471,0.516,91.71,7577.0,0.491,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas Mavericks,82,52,30,0.5,110.4,105.9,4.5,0.608,1.96,17.7,0.317,0.683,0.5,0.163,0.471,0.516,94.62,7814.0,0.527,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denver Nuggets,82,43,39,0.5,102.4,101.4,1.0,0.608,1.4,16.5,0.317,0.683,0.5,0.163,0.471,0.516,94.64,7786.0,0.505,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Detroit Pistons,82,54,28,0.5,100.3,93.9,6.5,0.608,1.37,16.6,0.317,0.683,0.5,0.163,0.471,0.516,89.34,7365.0,0.558,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden State Warriors,82,37,45,0.5,101.5,102.6,-1.1,0.608,1.39,16.2,0.317,0.683,0.5,0.163,0.471,0.516,90.95,7535.0,0.491,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houston Rockets,82,45,37,0.5,99.7,97.8,1.9,0.608,1.15,15.8,0.317,0.683,0.5,0.163,0.471,0.516,88.92,7384.0,0.513,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana Pacers,82,61,21,0.5,102.5,96.2,6.3,0.608,1.5,17.3,0.317,0.683,0.5,0.163,0.471,0.516,88.54,7311.0,0.539,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles Clippers,82,28,54,0.5,101.9,106.6,-4.7,0.608,1.23,15.5,0.317,0.683,0.5,0.163,0.471,0.516,92.49,7624.0,0.464,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles Lakers,82,56,26,0.5,104.2,100.1,4.1,0.608,1.72,17.9,0.317,0.683,0.5,0.163,0.471,0.516,93.39,7729.0,0.538,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Memphis Grizzlies,82,50,32,0.5,103.4,100.8,2.6,0.608,1.56,17.7,0.317,0.683,0.5,0.163,0.471,0.516,92.6,7670.0,0.522,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami Heat,82,42,40,0.5,100.6,100.3,0.3,0.608,1.38,15.6,0.317,0.683,0.5,0.163,0.471,0.516,89.3,7361.0,0.496,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milwaukee Bucks,82,41,41,0.5,104.6,103.5,1.1,0.608,1.69,17.5,0.317,0.683,0.5,0.163,0.471,0.516,93.2,7682.0,0.51,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Timberwolves,82,58,24,0.5,104.2,98.5,5.7,0.608,1.81,18.2,0.317,0.683,0.5,0.163,0.471,0.516,90.24,7441.0,0.554,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey Nets,82,47,35,0.5,99.0,96.4,2.6,0.608,1.66,19.1,0.317,0.683,0.5,0.163,0.471,0.516,90.97,7475.0,0.533,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Orleans Hornets,82,41,41,0.5,100.7,100.6,0.1,0.608,1.4,16.4,0.317,0.683,0.5,0.163,0.471,0.516,90.59,7476.0,0.491,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York Knicks,82,39,43,0.5,99.7,101.3,-1.6,0.608,1.31,16.4,0.317,0.683,0.5,0.163,0.471,0.516,91.29,7563.0,0.488,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orlando Magic,82,21,61,0.5,101.4,108.8,-7.4,0.608,1.41,15.2,0.317,0.683,0.5,0.163,0.471,0.516,92.14,7608.0,0.434,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia 76ers,82,33,49,0.5,97.8,100.4,-2.6,0.608,1.25,16.1,0.317,0.683,0.5,0.163,0.471,0.516,89.26,7379.0,0.484,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phoenix Suns,82,29,53,0.5,100.3,104.2,-3.8,0.608,1.27,15.3,0.317,0.683,0.5,0.163,0.471,0.516,93.72,7699.0,0.466,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portland Trail Blazers,82,41,41,0.5,102.1,103.5,-1.5,0.608,1.46,17.2,0.317,0.683,0.5,0.163,0.471,0.516,87.54,7289.0,0.488,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sacramento Kings,82,55,27,0.5,108.6,103.2,5.4,0.608,1.89,19.6,0.317,0.683,0.5,0.163,0.471,0.516,94.25,7765.0,0.544,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Antonio Spurs,82,57,25,0.5,101.0,93.1,7.9,0.608,1.39,16.3,0.317,0.683,0.5,0.163,0.471,0.516,90.23,7428.0,0.566,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seattle SuperSonics,82,37,45,0.5,105.6,106.4,-0.8,0.608,1.5,17.1,0.317,0.683,0.5,0.163,0.471,0.516,91.34,7542.0,0.491,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toronto Raptors,82,33,49,0.5,95.3,98.8,-3.4,0.608,1.35,15.9,0.317,0.683,0.5,0.163,0.471,0.516,88.24,7348.0,0.476,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah Jazz,82,42,40,0.5,100.0,101.3,-1.3,0.608,1.22,16.3,0.317,0.683,0.5,0.163,0.471,0.516,88.26,7271.0,0.493,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington Wizards,82,25,57,0.5,97.2,102.9,-5.7,0.608,1.07,14.5,0.317,0.683,0.5,0.163,0.471,0.516,93.9,7751.0,0.441,2003-04,0.0,0.0,0.438,0.0,0.0,0.346,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Hawks,82,13,69,0.5,98.8,109.0,-10.2,0.592,1.22,15.3,0.318,0.682,0.5,0.156,0.482,0.529,93.09,7695.0,0.422,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston Celtics,82,45,37,0.5,105.9,105.1,0.8,0.592,1.4,16.9,0.318,0.682,0.5,0.156,0.482,0.529,94.61,7839.0,0.505,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte Bobcats,82,18,64,0.5,99.8,106.0,-6.2,0.592,1.51,16.5,0.318,0.682,0.5,0.156,0.482,0.529,93.54,7743.0,0.46,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago Bulls,82,47,35,0.5,100.5,99.1,1.4,0.592,1.27,16.4,0.318,0.682,0.5,0.156,0.482,0.529,93.41,7707.0,0.498,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleveland Cavaliers,82,42,40,0.5,105.3,104.7,0.6,0.592,1.62,17.3,0.318,0.682,0.5,0.156,0.482,0.529,90.72,7516.0,0.51,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas Mavericks,82,58,24,0.5,108.5,102.6,5.9,0.592,1.46,15.3,0.318,0.682,0.5,0.156,0.482,0.529,94.18,7749.0,0.537,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denver Nuggets,82,49,33,0.5,104.7,102.6,2.2,0.592,1.6,18.0,0.318,0.682,0.5,0.156,0.482,0.529,94.68,7792.0,0.531,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Detroit Pistons,82,54,28,0.5,103.9,99.6,4.3,0.592,1.58,17.2,0.318,0.682,0.5,0.156,0.482,0.529,88.59,7364.0,0.542,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden State Warriors,82,34,48,0.5,103.4,105.5,-2.2,0.592,1.63,16.6,0.318,0.682,0.5,0.156,0.482,0.529,94.45,7830.0,0.473,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houston Rockets,82,51,31,0.5,104.4,100.1,4.3,0.592,1.53,16.9,0.318,0.682,0.5,0.156,0.482,0.529,90.18,7467.0,0.527,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana Pacers,82,44,38,0.5,103.7,102.7,1.0,0.592,1.27,15.1,0.318,0.682,0.5,0.156,0.482,0.529,88.71,7351.0,0.504,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles Clippers,82,37,45,0.5,103.8,104.5,-0.8,0.592,1.47,17.9,0.318,0.682,0.5,0.156,0.482,0.529,90.66,7564.0,0.518,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles Lakers,82,34,48,0.5,106.4,109.6,-3.2,0.592,1.42,15.9,0.318,0.682,0.5,0.156,0.482,0.529,92.34,7610.0,0.468,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Memphis Grizzlies,82,45,37,0.5,104.2,101.5,2.7,0.592,1.43,16.9,0.318,0.682,0.5,0.156,0.482,0.529,89.65,7355.0,0.515,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami Heat,82,59,23,0.5,108.9,102.2,6.7,0.592,1.59,17.1,0.318,0.682,0.5,0.156,0.482,0.529,91.73,7647.0,0.556,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milwaukee Bucks,82,30,52,0.5,105.1,108.1,-3.0,0.592,1.52,16.4,0.318,0.682,0.5,0.156,0.482,0.529,92.14,7584.0,0.478,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Timberwolves,82,44,38,0.5,106.6,105.0,1.6,0.592,1.78,18.3,0.318,0.682,0.5,0.156,0.482,0.529,90.39,7440.0,0.518,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey Nets,82,42,40,0.5,99.9,101.6,-1.7,0.592,1.52,17.1,0.318,0.682,0.5,0.156,0.482,0.529,90.41,7501.0,0.49,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Orleans Hornets,82,18,64,0.5,98.2,105.9,-7.7,0.592,1.42,16.6,0.318,0.682,0.5,0.156,0.482,0.529,88.97,7382.0,0.437,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York Knicks,82,33,49,0.5,104.5,107.2,-2.7,0.592,1.38,15.9,0.318,0.682,0.5,0.156,0.482,0.529,92.12,7634.0,0.475,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orlando Magic,82,36,46,0.5,103.4,105.7,-2.3,0.592,1.2,14.8,0.318,0.682,0.5,0.156,0.482,0.529,96.15,7891.0,0.489,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia 76ers,82,43,39,0.5,101.8,102.5,-0.7,0.592,1.34,15.9,0.318,0.682,0.5,0.156,0.482,0.529,96.56,7985.0,0.493,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phoenix Suns,82,62,20,0.5,112.7,105.7,7.0,0.592,1.71,17.4,0.318,0.682,0.5,0.156,0.482,0.529,97.35,8034.0,0.546,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portland Trail Blazers,82,27,55,0.5,101.9,106.1,-4.3,0.592,1.32,16.6,0.318,0.682,0.5,0.156,0.482,0.529,91.05,7481.0,0.475,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sacramento Kings,82,50,32,0.5,108.8,106.5,2.3,0.592,1.87,18.2,0.318,0.682,0.5,0.156,0.482,0.529,94.52,7819.0,0.522,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Antonio Spurs,82,59,23,0.5,106.1,97.8,8.3,0.592,1.57,17.1,0.318,0.682,0.5,0.156,0.482,0.529,89.96,7435.0,0.565,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seattle SuperSonics,82,52,30,0.5,110.3,108.0,2.3,0.592,1.34,14.7,0.318,0.682,0.5,0.156,0.482,0.529,89.24,7353.0,0.504,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toronto Raptors,82,33,49,0.5,105.4,107.2,-1.8,0.592,1.54,16.0,0.318,0.682,0.5,0.156,0.482,0.529,94.01,7762.0,0.479,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah Jazz,82,26,56,0.5,102.9,107.3,-4.4,0.592,1.41,17.4,0.318,0.682,0.5,0.156,0.482,0.529,90.02,7409.0,0.475,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington Wizards,82,45,37,0.5,105.4,105.9,-0.4,0.592,1.33,14.6,0.318,0.682,0.5,0.156,0.482,0.529,94.8,7816.0,0.485,2004-05,0.0,0.0,0.447,0.0,0.0,0.353,0.0,0.0,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Hawks,82,26,56,0.5,104.8,110.1,-5.3,0.575,1.27,15.5,0.306,0.694,0.5,0.156,0.49,0.536,91.75,7607.0,0.462,2005-06,0.0,0.0,0.454,0.0,0.0,0.357,0.0,0.0,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston Celtics,82,33,49,0.5,104.0,105.6,-1.5,0.575,1.26,16.4,0.306,0.694,0.5,0.156,0.49,0.536,93.27,7722.0,0.485,2005-06,0.0,0.0,0.454,0.0,0.0,0.357,0.0,0.0,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte Bobcats,82,26,56,0.5,101.2,105.6,-4.4,0.575,1.47,15.9,0.306,0.694,0.5,0.156,0.49,0.536,94.57,7851.0,0.463,2005-06,0.0,0.0,0.454,0.0,0.0,0.357,0.0,0.0,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago Bulls,82,41,41,0.5,103.3,102.7,0.7,0.575,1.47,16.9,0.306,0.694,0.5,0.156,0.49,0.536,93.59,7762.0,0.501,2005-06,0.0,0.0,0.454,0.0,0.0,0.357,0.0,0.0,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleveland Cavaliers,82,50,32,0.5,106.6,104.4,2.1,0.575,1.37,15.3,0.306,0.694,0.5,0.156,0.49,0.536,90.77,7510.0,0.51,2005-06,0.0,0.0,0.454,0.0,0.0,0.357,0.0,0.0,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas Mavericks,82,60,22,0.5,109.9,103.2,6.7,0.575,1.32,14.6,0.306,0.694,0.5,0.156,0.49,0.536,89.3,7397.0,0.551,2005-06,0.0,0.0,0.454,0.0,0.0,0.357,0.0,0.0,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denver Nuggets,82,44,38,0.5,104.4,104.1,0.3,0.575,1.58,17.6,0.306,0.694,0.5,0.156,0.49,0.536,94.9,7877.0,0.512,2005-06,0.0,0.0,0.454,0.0,0.0,0.357,0.0,0.0,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Detroit Pistons,82,64,18,0.5,109.3,101.7,7.6,0.575,2.12,18.9,0.306,0.694,0.5,0.156,0.49,0.536,87.98,7268.0,0.557,2005-06,0.0,0.0,0.454,0.0,0.0,0.357,0.0,0.0,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden State Warriors,82,34,48,0.5,103.5,104.9,-1.4,0.575,1.47,15.9,0.306,0.694,0.5,0.156,0.49,0.536,94.43,7800.0,0.475,2005-06,0.0,0.0,0.454,0.0,0.0,0.357,0.0,0.0,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houston Rockets,82,34,48,0.5,100.4,102.1,-1.7,0.575,1.32,15.8,0.306,0.694,0.5,0.156,0.49,0.536,89.07,7358.0,0.49,2005-06,0.0,0.0,0.454,0.0,0.0,0.357,0.0,0.0,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana Pacers,82,41,41,0.5,103.1,101.0,2.0,0.575,1.3,16.0,0.306,0.694,0.5,0.156,0.49,0.536,90.85,7470.0,0.514,2005-06,0.0,0.0,0.454,0.0,0.0,0.357,0.0,0.0,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
